target,trait,model,cultivar_ascii,n,rmse,mae,bias,r2,pearson_r,ccc,rpd,rpiq,y_mean,y_sd
post_break_work_g_rawpos_mean,PRW,nested_rbf_svr,Fengwei Huanghou,86,450.27432852216344,342.26466201181796,-0.1316862238827446,0.008156428100595137,0.14881844738187383,0.07420474480854411,1.0099925521894753,1.1402751495447143,1484.5804083633604,454.77371824950205
post_break_work_g_rawpos_mean,PRW,nested_rbf_svr,Furongli,278,678.0706866009662,529.8403586836409,-4.119253759115266,0.090719342466555,0.338468103442903,0.12057776910696785,1.0505906637401583,1.3126897624093137,1896.542678753129,712.3747326988539
post_break_work_g_rawpos_mean,PRW,nested_rbf_svr,Konglongdan,778,589.1877180802802,473.5260236253219,-2.287639978336231,0.0342680188471669,0.1868036947974424,0.07565432903788503,1.0182419427251812,1.3337028859512434,1367.145429223426,599.9356466878809
post_break_work_g_rawpos_mean,PRW,nested_rbf_svr,L31,216,187.02467544931105,149.52735761576784,1.116054140794268,-0.011074797757218535,0.2198818832240817,0.16779771154345713,0.9968183015250563,1.5986005158825505,306.19750490206417,186.42961932465715
post_break_work_g_rawpos_mean,PRW,nested_rbf_svr,Naili,144,443.05352774872773,346.0657306232741,-1.5087124480100214,0.1971849798329839,0.4953525582627048,0.25396178782088497,1.1199676611457907,1.623041593229127,1233.9381482005606,496.2056232351343
post_break_work_g_rawpos_mean,PRW,nested_rbf_svr,Qingcuili,329,492.73322444607356,407.04320909588483,-2.619978630859108,0.05785158164081283,0.24058329012310364,0.10883655680445938,1.0318138792975748,1.5797404459247704,1098.8780984395628,508.4089797745058
post_break_work_g_rawpos_mean,PRW,nested_rbf_svr,Weidi,681,144.7212687035859,112.10594753235513,-0.6645809122395361,-0.008144966532370734,0.4587147737046028,0.4573647981494013,0.9966842755289268,1.3323382657177076,270.8962439386038,144.24141285146067
post_break_work_g_rawpos_mean,PRW,nested_rbf_svr,Weijin,320,346.55242650366154,264.5295807830959,-1.6140679361825605,-0.07647629441142656,0.07304464275093697,0.04646062401559474,0.9653335769360705,1.109199979315577,1272.3389383913466,334.53869347265424
post_break_work_g_rawpos_mean,PRW,nested_rbf_svr,Weiwang,478,571.9965893919932,446.66011377842955,-0.6851017925496041,0.014586512143895503,0.12774449260816956,0.04205990940194232,1.0084294206047197,1.2428211815991261,1248.8175231489936,576.8181892284435
post_break_work_g_rawpos_mean,PRW,nested_rbf_svr,Weixin,191,407.66659115720006,326.35316982874156,-6.660708369237899,-0.03520593298361829,0.04622501141626443,0.02087676502042529,0.9854316503929114,1.31834811872107,1164.1255215114907,401.7275617340919
post_break_work_g_rawpos_mean,PRW,nested_rbf_svr,Zaoshu Konglongdan,264,183.31598229371747,146.6450118422947,-0.6413185189072417,-0.00688310495718536,0.28002184704234506,0.24138134896056657,0.9984689464780324,1.4131392959972187,699.5038383105133,183.03531571339371
post_break_work_g_rawpos_mean,PRW,residual_cnn,3.13,300,171.30402053308902,132.35526142438164,20.297903462714057,-0.2964187183301099,0.41817371934735237,0.41315065887443414,0.8797360454923417,1.1025491939876768,272.73540617598485,150.70232160071865
post_break_work_g_rawpos_mean,PRW,residual_cnn,A181,310,257.2577752789397,203.2655865788316,-4.572186728998502,-0.006985168854509061,0.2575211701135982,0.2125307349835588,0.9981368054073989,1.3001177105514554,766.4432036982179,256.77845398313536
post_break_work_g_rawpos_mean,PRW,residual_cnn,Cuihongli,295,277.88928673553903,226.44204560161285,2.0305384128012025,-0.0807893968602349,0.1566701195207163,0.12241407600227948,0.9635334697269882,1.3784786211137623,865.158839592667,267.75562864825184
post_break_work_g_rawpos_mean,PRW,residual_cnn,Fengtangli,183,429.2935904087379,360.146219116397,-26.593337756257675,0.040909941876802414,0.2510907472889129,0.16847168089179412,1.0239061611877884,1.7486647348865554,697.7566333188962,439.5563521779336
post_break_work_g_rawpos_mean,PRW,residual_cnn,Fengwei Huanghou,86,427.7565939040532,328.9916673950771,-80.09196441208628,0.1048779933498537,0.3912627180689492,0.18609370364745734,1.0631600417865419,1.2003009061899366,1484.5804083633604,454.77371824950205
post_break_work_g_rawpos_mean,PRW,residual_cnn,Furongli,278,666.510013460385,521.3194446029156,4.8724145872395495,0.12146034369956504,0.4073821377908474,0.1541737848357308,1.0688132485817408,1.3354584785151868,1896.542678753129,712.3747326988539
post_break_work_g_rawpos_mean,PRW,residual_cnn,Konglongdan,778,576.2167076946857,446.57699097072435,-77.28432301157493,0.07632128322576615,0.30486914776473034,0.16880139726460094,1.041163226745176,1.3637253996235426,1367.145429223426,599.9356466878809
post_break_work_g_rawpos_mean,PRW,residual_cnn,L31,216,196.4470755878205,158.48585347046648,-21.03361825673821,-0.11551804971659818,0.1797816111417883,0.14995059371960234,0.94900684454992,1.5219251381646504,306.19750490206417,186.42961932465715
post_break_work_g_rawpos_mean,PRW,residual_cnn,Naili,144,395.7116859782174,308.0176133352586,-39.48170632697962,0.35958596205952487,0.6257988673387409,0.4764267797221453,1.253957466554194,1.8172177599088242,1233.9381482005606,496.2056232351343
post_break_work_g_rawpos_mean,PRW,residual_cnn,Qingcuili,329,494.7737657992444,403.0852489857122,5.710923887379797,0.05003204159817598,0.23113666569115837,0.12302519196573782,1.0275584821140131,1.5732252951022954,1098.8780984395628,508.4089797745058
post_break_work_g_rawpos_mean,PRW,residual_cnn,Weidi,681,187.77723453805513,145.39307182962654,49.11630114881338,-0.6972434502693929,0.5148713413002141,0.4653826528730797,0.7681517581527092,1.0268427087625758,270.8962439386038,144.24141285146067
post_break_work_g_rawpos_mean,PRW,residual_cnn,Weijin,320,344.5831489129261,261.091826118052,-39.56186197534949,-0.06427694221474001,0.15750794281888555,0.11324873250222654,0.970850416011463,1.1155390085739763,1272.3389383913466,334.53869347265424
post_break_work_g_rawpos_mean,PRW,residual_cnn,Weiwang,478,530.3084051620903,389.9992018844737,-89.72758862922504,0.15298979085780207,0.44286602151322796,0.24206821490461583,1.0877032753273776,1.3405208557491028,1248.8175231489936,576.8181892284435
post_break_work_g_rawpos_mean,PRW,residual_cnn,Weixin,191,393.02242948735966,315.3221758844301,-14.256612435244302,0.03783139840903149,0.21838694625293592,0.12374652936326307,1.0221491996222374,1.3674702591873618,1164.1255215114907,401.7275617340919
post_break_work_g_rawpos_mean,PRW,residual_cnn,Zaoshu Konglongdan,264,215.14264250343743,166.40983150320437,-28.2500192806222,-0.38685606516031146,0.28711247843328414,0.2832568656802441,0.8507626083958194,1.2040895991107088,699.5038383105133,183.03531571339371
post_break_work_g_rawpos_mean,PRW,no_neural_b50,3.13,300,162.32370728288714,123.40069864590082,1.7661866916364897,-0.16405657089594938,0.42207450842026684,0.4220355398714449,0.9284061097624174,1.1635460582258237,272.73540617598485,150.70232160071865
post_break_work_g_rawpos_mean,PRW,no_neural_b50,A181,310,268.4758853634487,208.20798847994024,1.5639820889838325,-0.09672216678277756,0.15179972346196632,0.12111705523544443,0.9564302344529828,1.2457930415777714,766.4432036982179,256.77845398313536
post_break_work_g_rawpos_mean,PRW,no_neural_b50,Cuihongli,295,293.0263151556947,241.34125173969892,-0.047480113792418274,-0.20174054772292682,-0.027254407983086003,-0.019548983302884817,0.9137596686699769,1.3072697603898058,865.158839592667,267.75562864825184
post_break_work_g_rawpos_mean,PRW,no_neural_b50,Fengtangli,183,438.80333051019267,373.79124432138155,-1.2746952895937342,-0.0020523503042282343,0.1660395665052801,0.1007630368807475,1.0017160801101155,1.710767695376815,697.7566333188962,439.5563521779336
