sample_id,cultivar_code,PC1,PC2
FRL_B01-0243,FRL,-3.3081266837597965,0.5871234038953173
FRL_B01-0245,FRL,-1.8480082146220498,0.34650909280205816
FRL_B01-0247,FRL,-0.6495335494018233,0.4501690255442225
FRL_B01-0248,FRL,-3.031145938220454,0.516718022682204
FRL_B01-0249,FRL,-0.8157576732575773,1.6273804011713127
FRL_B01-0251,FRL,2.3481844552120346,1.0529859587924633
FRL_B01-0252,FRL,1.868988672504929,1.3440433112556278
FRL_B01-0253,FRL,0.1363305603034212,1.1374203732589425
FRL_B01-0254,FRL,1.420953212286904,1.6674887755992134
FRL_B01-0255,FRL,-0.08311031242026008,1.323970368752911
FRL_B01-0256,FRL,-0.06358874139611478,0.8245880319132886
FRL_B01-0258,FRL,2.351032215959186,1.88785716787457
FRL_B01-0259,FRL,-1.0911736996448123,0.44011231937043005
FRL_B01-0260,FRL,3.4260402935194834,1.7371845076087102
FRL_B01-0261,FRL,1.15440232413461,1.3871497243615696
FRL_B01-0262,FRL,0.15437270889443086,0.5397845091171158
FRL_B01-0263,FRL,2.7598597988318305,1.5912650674170823
FRL_B01-0264,FRL,0.14658788968931608,0.9490861281265826
FRL_B01-0265,FRL,1.656368641612116,1.4326727430191366
FRL_B01-0266,FRL,2.498842737090867,1.1721351688890214
FRL_B01-0268,FRL,-0.1473674527887016,1.0950066175620334
FRL_B01-0269,FRL,1.1165973342844102,1.1488920762969632
FRL_B01-0270,FRL,0.4581729630940118,1.7059099587309519
FRL_B01-0271,FRL,-0.23778838442386305,0.9395449645429499
FRL_B01-0273,FRL,1.0741078135199662,1.26040612084886
FRL_B01-0274,FRL,1.9538912367674526,1.7668906346104831
FRL_B01-0275,FRL,2.0757587107348843,1.039058672677743
FRL_B01-0276,FRL,-0.0571477217495089,0.1730294104308837
FRL_B01-0278,FRL,0.14837217977710082,0.4444652044654054
FRL_B01-0279,FRL,-0.4017412557086831,0.3012698743376722
FRL_B01-0280,FRL,0.2704892027545648,0.7340277554485436
FRL_B01-0281,FRL,0.8037111662030234,0.6490993560244637
FRL_B01-0282,FRL,1.2081727667721902,1.1060304178153855
FRL_B01-0283,FRL,-1.5710278432324336,0.66524453654837
FRL_B01-0284,FRL,0.7200802102198949,1.3184594311113071
FRL_B01-0285,FRL,0.7340552846236746,1.0274944057668527
FRL_B01-0286,FRL,0.7806551499301113,1.511025270792185
FRL_B01-0287,FRL,-0.2898202420534385,1.3381584116361713
FRL_B01-0288,FRL,0.6834892018424474,0.8995845888963027
FRL_B01-0289,FRL,0.1408837825872643,1.0215901969823886
FRL_B01-0290,FRL,3.3624767769907744,1.3333741183838195
FRL_B01-0291,FRL,-0.4970466396852006,0.6622993791400301
FRL_B01-0292,FRL,0.11975488027797687,0.7769251160027177
FRL_B01-0293,FRL,-0.6857505139264287,0.7505443062688908
FRL_B01-0294,FRL,-0.4047084850762294,0.18586751035538948
FRL_B01-0295,FRL,0.1535673444619186,0.8924015847626734
FRL_B01-0296,FRL,-0.06900937293174786,0.8801986761594397
FRL_B01-0297,FRL,3.320109250396703,1.6102794684699768
FRL_B01-0298,FRL,3.1804001417444994,1.0388548783922418
FRL_B01-0299,FRL,3.09936619244614,1.4102958134491705
FRL_B01-0300,FRL,1.8630130003100158,1.1498750250699297
FRL_B01-0301,FRL,2.2693026091385122,1.2142146105466014
FRL_B01-0302,FRL,2.36149525173656,1.4893648763780265
FRL_B01-0304,FRL,-0.702464138795306,0.7395042730100467
FRL_B01-0305,FRL,0.36696026481584537,1.0067186726643116
FRL_B01-0306,FRL,-0.07227653810776702,-0.22304881070361054
FRL_B01-0308,FRL,0.10292594579673199,0.7377152792572007
FRL_B01-0309,FRL,1.2742069690642508,1.0378084777032155
FRL_B01-0310,FRL,-0.9914342145658681,0.6811949925145739
FRL_B01-0311,FRL,-1.1434787599856724,0.6751769037530486
FRL_B01-0314,FRL,-0.3578144209195666,-0.2770555869644497
FRL_B01-0315,FRL,-0.015570548857002774,0.43639401668139494
FRL_B01-0316,FRL,1.0856693054594853,0.7924239154623249
FRL_B01-0318,FRL,1.14032213773882,0.7192618990448102
FTL_B01-0002,FTL,1.7045149321621187,-0.48729831858844425
FTL_B01-0003,FTL,-1.6631283555892082,-0.7180881634797094
FTL_B01-0004,FTL,-2.9874192008754945,-1.1389170517112612
FTL_B01-0005,FTL,-3.818497727243484,-1.3836452138778543
FTL_B01-0006,FTL,0.9241240220005827,0.16915552701857714
FTL_B01-0007,FTL,-3.2695689573391102,-1.3736711750377515
FTL_B01-0008,FTL,1.153972921964066,1.1697654713977355
FTL_B01-0010,FTL,-4.139663719809849,-0.961514423271718
FTL_B01-0012,FTL,-3.6607485423530335,0.9260344985135125
FTL_B01-0013,FTL,0.11016007497457889,1.341594496114708
FTL_B01-0014,FTL,-0.7999936671426944,-0.39326241565442444
FTL_B01-0015,FTL,-2.9889931245073775,-0.7749717706595305
FTL_B01-0016,FTL,-2.86964883665315,-1.1212527626828457
FTL_B01-0017,FTL,3.114936107116383,0.18276316587501854
FTL_B01-0019,FTL,-4.153175117951177,0.9108282710744481
FTL_B01-0020,FTL,0.6239151834905038,1.470438244390394
FTL_B01-0021,FTL,-3.613844126011297,0.98047415317021
FTL_B01-0022,FTL,-1.9337906076506346,-0.18068282508664973
FTL_B01-0023,FTL,1.32258726492416,0.2197944905975455
FTL_B01-0024,FTL,-3.5692697676323792,-1.2549747914872522
FTL_B01-0025,FTL,1.5401586500842228,0.6613905265097778
FTL_B01-0026,FTL,1.4136458034511652,0.49367822724215316
FTL_B01-0027,FTL,0.25080183792867206,0.7563350990324825
FTL_B01-0028,FTL,-0.7945644797804724,-0.9054686884314123
FTL_B01-0029,FTL,1.1714323992204878,0.7738832831228392
FTL_B01-0031,FTL,-0.8300537259750136,-0.5408488786760499
FTL_B01-0032,FTL,-0.6402119743250592,-0.2910429417923497
FTL_B01-0033,FTL,-1.46775921918899,0.715388528549351
FTL_B01-0034,FTL,-1.3836890921743212,1.0584881970334448
FTL_B01-0035,FTL,-3.6687021653739564,0.2096623098853368
FTL_B01-0036,FTL,4.2512920146721775,0.6806299123802165
FTL_B01-0037,FTL,2.0334510455858785,0.007720243619469717
FTL_B01-0038,FTL,-3.4870554771898785,-0.6128966819268871
FTL_B01-0039,FTL,-2.966006539591521,-1.0107895623399616
FTL_B01-0040,FTL,0.9877546929278557,0.613691672965377
FTL_B01-0041,FTL,-2.4206584707563645,0.10206668524835774
FTL_B01-0042,FTL,-3.261826885217221,-1.1493202079958038
FTL_B01-0043,FTL,-2.7448802455881447,-0.39613979385347725
FTL_B01-0044,FTL,-4.840504376976586,-0.13575786416499036
FTL_B01-0045,FTL,-4.851478978885685,0.29053260362911987
FTL_B01-0046,FTL,-2.890229477386818,-1.0701914413962426
FTL_B01-0047,FTL,-1.7612064899188715,-0.8153295759237456
FTL_B01-0048,FTL,-3.8752473601069917,-0.7336133950463418
FTL_B01-0049,FTL,0.8222859539640043,-0.42839093534053946
FTL_B01-0050,FTL,-2.3942287290823336,-1.5722410187328095
FTL_B01-0051,FTL,-1.863541729609195,-0.7747669876397929
FTL_B01-0052,FTL,0.6477245474040652,0.8568983815156132
FTL_B01-0053,FTL,-4.044680058781769,0.4829033852653386
FTL_B01-0054,FTL,4.031673249654806,0.8767439285569653
FTL_B01-0055,FTL,0.9064589122119191,1.2799353322028801
FTL_B01-0056,FTL,-0.5930776514911654,0.3479023002659431
FTL_B01-0057,FTL,-1.383562173046898,-0.3374530750614963
FTL_B01-0058,FTL,-2.356350802163999,-1.1948134421855943
FTL_B01-0059,FTL,1.53249717389483,-0.4572270434679362
FTL_B01-0060,FTL,0.9499221417514448,0.18287857729464993
FTL_B01-0061,FTL,-3.226341078521697,-1.5924347540508745
FTL_B01-0062,FTL,2.289186235188371,0.31527699198228154
FTL_B01-0063,FTL,1.559563411097248,0.9084434429953127
FTL_B01-0064,FTL,1.2396222924450047,1.014502711193861
FTL_B01-0065,FTL,-1.3968912924467334,0.1574764237111658
FTL_B01-0066,FTL,-2.410798153608445,-0.7791008845409948
FTL_B01-0067,FTL,1.5046289817512417,0.5129084846283217
FTL_B01-0068,FTL,4.945143331032524,0.07767838922655068
FTL_B01-0069,FTL,1.5997240938540607,0.26348616255293206
FTL_B01-0070,FTL,6.268329504794117,-0.9135233161781809
FTL_B01-0071,FTL,1.5058752954828742,0.3443406118195642
FTL_B01-0072,FTL,-1.6378164446429102,0.7486996947399637
FTL_B01-0073,FTL,-0.5030576097348715,0.4665606374386273
FTL_B01-0074,FTL,-1.3687563113685037,1.2767699018849008
FTL_B01-0075,FTL,-0.6766825225421811,0.277424918339208
FTL_B01-0076,FTL,2.1596463213656505,0.6671854508356864
FTL_B01-0077,FTL,-0.34295502696817004,0.44617035006766115
FTL_B01-0078,FTL,-2.1406407018540365,-0.5576090822979816
FTL_B01-0079,FTL,1.919114299956866,0.3384907972271324
FTL_B01-0080,FTL,-1.5397204737415415,-0.44182384348062187
FTL_B01-0081,FTL,-1.5320996904341113,0.40518228924554966
FTL_B01-0082,FTL,-1.5919705647955196,-0.13819601815365531
FTL_B01-0083,FTL,0.9042587439132089,0.2021599397221339
FTL_B01-0085,FTL,-2.61017862625905,0.3331923687489328
FTL_B01-0086,FTL,-1.3497082612048599,0.49835765199956616
FTL_B01-0087,FTL,-0.7512609112576083,0.8298723244656575
FTL_B01-0089,FTL,-0.3746791274111543,-0.08997363705671284
FTL_B01-0090,FTL,0.2114529345785555,0.681525613339388
FTL_B01-0091,FTL,-2.6687873439660708,1.1962439623448478
FTL_B01-0092,FTL,-4.7589469804918005,0.900971900959593
FTL_B01-0093,FTL,-0.5275999691394923,0.7061428701094509
FTL_B01-0094,FTL,0.981633681973807,0.3327911347231158
FTL_B01-0095,FTL,-0.5149997928136504,0.7714327559349071
FTL_B01-0096,FTL,-2.2326803790250875,-1.0140118275069032
FTL_B01-0097,FTL,-4.395741393763347,-0.04273982485592584
FTL_B01-0098,FTL,-1.754435581029353,0.5651684042050243
FTL_B01-0099,FTL,0.17741704883963338,0.44381988548376516
FTL_B01-0100,FTL,-0.1812950129497234,0.7475342485082355
FTL_B01-0103,FTL,-4.64155174243226,-1.3806781822624927
FTL_B01-0105,FTL,-3.3304352204828667,-0.08953462526850607
FTL_B01-0106,FTL,-2.086627281613362,0.44743263416194956
FTL_B01-0108,FTL,-0.3998180073334558,1.1703197913429795
FTL_B01-0109,FTL,0.03853069953019035,1.0010843798599733
FTL_B01-0110,FTL,-4.496132392503235,1.4175798011088203
FTL_B01-0111,FTL,-2.5805533782782986,-1.2053270827079785
FTL_B01-0112,FTL,1.874909614770134,1.0908144706688823
FTL_B01-0113,FTL,-4.202915550504769,0.895862387996434
FTL_B01-0114,FTL,1.9296102080340758,0.5647704191778466
FTL_B01-0115,FTL,2.2684707209511954,0.434499527505045
FTL_B01-0116,FTL,0.6167947671782579,-1.4324208636240554
FTL_B01-0117,FTL,-5.085577683832244,-0.08253693637743872
FTL_B01-0118,FTL,-2.023347689792324,0.15449197633816963
FTL_B01-0119,FTL,-1.1454225029763105,-0.4802373102138609
FTL_B01-0121,FTL,-1.9614010556693744,0.6721961849141609
FTL_B01-0122,FTL,-0.06193965832459057,1.2344933451712203
FTL_B01-0123,FTL,-0.41578125432984037,0.17497893571116346
FTL_B01-0124,FTL,-3.786099055225633,-0.652506615152852
FTL_B01-0125,FTL,-0.4305110217419278,1.8332891595908147
FTL_B01-0126,FTL,-0.1794166133101719,1.4058714574999287
FTL_B01-0127,FTL,-3.5410008171155605,-0.30969691197100263
FTL_B01-0128,FTL,-1.1797598875331956,0.08980196473745529
FTL_B01-0129,FTL,1.2170266486247476,2.3714664226999806
FTL_B01-0130,FTL,2.0367422340180448,0.9602704310926282
FTL_B01-0131,FTL,-0.9407670848844739,0.5213434999291405
FTL_B01-0132,FTL,-2.410130259932094,0.5596007544261578
FTL_B01-0133,FTL,-3.22800757476882,0.629430673354297
FTL_B01-0134,FTL,-3.521271110589951,0.19605307335298874
FTL_B01-0136,FTL,-1.7735881976400996,0.25077955118289896
FTL_B01-0137,FTL,-1.1868876170457177,-0.24484222960938037
FTL_B01-0138,FTL,1.3925013326799258,1.3707107759718733
FTL_B01-0139,FTL,-2.973061228741478,-0.46945144745374096
FTL_B01-0142,FTL,-0.27742387645199146,-0.18731596195693095
FTL_B01-0143,FTL,-2.521879631176896,0.7331308299716075
FTL_B01-0144,FTL,-2.8435432989265177,-1.597463605107819
FTL_B01-0145,FTL,-3.327254751351586,0.3778506667083613
FTL_B01-0146,FTL,-1.5015708021457912,-1.3474353604054605
FTL_B01-0147,FTL,-4.302164455079784,-0.03506703691733978
FTL_B01-0148,FTL,-2.726947079182984,0.5277075841830005
FTL_B01-0149,FTL,-1.117001909514176,-0.8526354779534175
FTL_B01-0150,FTL,-0.058853895247360455,0.07619016567728251
FTL_B01-0151,FTL,-3.6251001643170118,-0.0970325385658035
FTL_B01-0152,FTL,-0.14968861426727634,0.7443102181575286
FTL_B01-0153,FTL,-3.06078590212622,0.22309145503804215
FTL_B01-0154,FTL,-1.5527190222187568,-1.3448976196169156
FTL_B01-0155,FTL,0.3804410390826446,0.7311901396114557
FTL_B01-0156,FTL,-3.495363303459096,-1.668521229331876
FTL_B01-0157,FTL,-3.38341367708769,-0.060346556664705404
FTL_B01-0158,FTL,-0.19635525135329568,-0.3012257947630026
FTL_B01-0160,FTL,-0.8239354460604437,0.2931686907301182
FTL_B01-0161,FTL,0.6210329228923909,1.2742823841496396
FTL_B01-0162,FTL,-4.492274407723129,0.17194128122787522
FTL_B01-0163,FTL,-2.3508861664042824,0.04948151075565817
FTL_B01-0164,FTL,-4.022789865991882,-1.3570582467910768
FTL_B01-0165,FTL,1.9824285275240383,0.3227496483270904
FTL_B01-0166,FTL,-2.4496166735651963,-0.1481130484246342
FTL_B01-0167,FTL,-1.2926390666893757,0.6458743745308767
FTL_B01-0168,FTL,-3.898757273168735,-0.6694452646346114
FTL_B01-0169,FTL,-4.512648888729825,-1.0361278199026602
FTL_B01-0170,FTL,-2.942538038707439,-2.0686036145829076
FTL_B01-0171,FTL,-3.4700046442144994,0.13122155355082865
FTL_B01-0172,FTL,-4.732768604588592,-0.07256890724863092
FTL_B01-0173,FTL,-1.400665978189533,-0.5579244337401343
FTL_B01-0174,FTL,1.189736092411413,0.2930131625188069
FTL_B01-0175,FTL,-4.477655033605047,-0.9689630374192297
FTL_B01-0177,FTL,-1.794753779900835,-0.2974828378198814
FTL_B01-0179,FTL,0.5553767674065619,1.3807783928919468
FTL_B01-0180,FTL,-0.0037732947319408707,0.12269032786811845
FTL_B01-0181,FTL,-0.46205538061258244,0.6236857123631572
FTL_B01-0182,FTL,-2.552573693077197,-1.923428418632453
FTL_B01-0184,FTL,-4.983284430791604,0.47156233285778104
FTL_B01-0185,FTL,0.986859061041072,0.5707959921895865
FTL_B01-0186,FTL,0.11164356374236142,-0.4604357761643954
FTL_B01-0187,FTL,0.0855879007821044,-1.2378446750671728
FTL_B01-0188,FTL,1.633088483147467,-0.1742278593980155
FTL_B01-0189,FTL,-1.75960444093538,-0.5396284087207878
FTL_B01-0190,FTL,-2.7688755253021258,-1.895388287186154
FTL_B01-0191,FTL,-2.7811212213319174,-1.0350292523405262
FTL_B01-0192,FTL,0.5030402861000746,0.7256569386297567
FTL_B01-0193,FTL,-2.557049820115865,-0.9619347523664583
FTL_B01-0194,FTL,-3.565881346122792,-1.1750461234446727
FTL_B01-0195,FTL,1.2625683009376607,-0.251906433496085
FTL_B01-0196,FTL,-1.963117171004577,-0.5447623028930412
FTL_B01-0197,FTL,2.7043622573613706,-0.287581782340085
FTL_B01-0198,FTL,0.676269359377012,1.0699066834034001
FTL_B01-0199,FTL,-0.10297161318383938,-0.5669966212565255
FTL_B01-0200,FTL,0.7703904866624935,1.3268425530650136
FTL_B01-0201,FTL,-0.7310664808157278,-0.6211495925917931
FTL_B01-0202,FTL,1.3351597098485268,2.0446850888137917
FWHH_B01-0002,FWHH,0.9901790852326695,1.3452147087238946
FWHH_B01-0003,FWHH,2.124742293007065,1.4923093284214426
FWHH_B01-0005,FWHH,1.5366545390345956,1.880870088434758
FWHH_B01-0006,FWHH,2.3526680412393874,0.9199275303785783
FWHH_B01-0007,FWHH,1.0993823812211005,1.263761526898139
FWHH_B01-0008,FWHH,0.5995819305315228,1.4168978357443685
FWHH_B01-0009,FWHH,1.986804877414077,2.2468667388318737
FWHH_B01-0010,FWHH,0.9606063114851868,1.4152437886378308
FWHH_B01-0011,FWHH,0.3376459028110169,0.7969593719355743
FWHH_B01-0012,FWHH,0.6549775167197883,1.416402124729902
FWHH_B01-0013,FWHH,2.888702499418791,1.5326692162138909
FWHH_B01-0014,FWHH,1.1483189897985064,2.032820098484634
FWHH_B01-0016,FWHH,-0.03148555962786265,1.5522494612108666
FWHH_B01-0017,FWHH,0.8712262552224204,1.9767358345991808
FWHH_B01-0018,FWHH,-0.4832540665874267,1.218825958636336
FWHH_B01-0019,FWHH,-0.6772386854762219,1.0603937298446313
FWHH_B01-0020,FWHH,-0.9868242624447952,1.686525585568892
FWHH_B01-0021,FWHH,-1.3628644403951655,0.6743482082438642
FWHH_B01-0022,FWHH,-0.6250589617044692,0.9511676398962154
FWHH_B01-0023,FWHH,2.764523183041197,2.0776396226542198
FWHH_B01-0024,FWHH,0.7789631597889932,1.2763723309249495
FWHH_B01-0025,FWHH,1.514971405891941,1.732615016082916
FWHH_B01-0026,FWHH,-0.1793002367311167,1.0604649746652857
FWHH_B01-0027,FWHH,-0.29802371058072946,0.510294204582045
FWHH_B01-0028,FWHH,1.925052675178164,2.55818571023476
FWHH_B01-0029,FWHH,0.49116929867232295,1.6500206729440123
FWHH_B01-0030,FWHH,1.4703778418642846,1.6130218502433968
FWHH_B01-0031,FWHH,4.404409730315107,2.754711577811735
FWHH_B01-0032,FWHH,1.6070347680844774,1.852710594696507
FWHH_B01-0033,FWHH,4.174754125841243,2.0041249753349706
FWHH_B01-0034,FWHH,2.153717755715543,1.8580729283086992
FWHH_B01-0035,FWHH,0.6094287893883032,1.6170128128119603
FWHH_B01-0036,FWHH,-0.5208834978670613,0.7917802329245123
FWHH_B01-0037,FWHH,1.0926378884275543,1.1192306541538786
FWHH_B01-0038,FWHH,-0.04187137379849279,0.5483866192613499
FWHH_B01-0039,FWHH,3.5046864477095223,1.6428441274411092
FWHH_B01-0040,FWHH,1.8099290631284046,0.8312181459993451
FWHH_B01-0041,FWHH,0.4053892722986877,1.0644530173452682
FWHH_B01-0042,FWHH,-0.6655768117664221,1.4220810933849453
FWHH_B01-0043,FWHH,1.9295577629872758,1.0407474129229928
FWHH_B01-0044,FWHH,-0.12862753900649782,0.8987918397177005
FWHH_B01-0045,FWHH,1.6933666471930475,1.0396964281828203
FWHH_B01-0046,FWHH,1.1341037334577744,1.7403424429904422
FWHH_B01-0047,FWHH,1.6364607949583068,1.5858812911718498
FWHH_B01-0048,FWHH,-1.0137999870321366,0.9594884471024395
FWHH_B01-0049,FWHH,2.7206460483394093,0.7154641073201242
FWHH_B01-0050,FWHH,-0.8692324888664967,0.5398868731749797
FWHH_B01-0051,FWHH,0.3452572471770851,1.1470626530587869
FWHH_B01-0052,FWHH,4.769238854231066,2.5740907700126097
FWHH_B01-0053,FWHH,0.5408918432260429,1.460327573661665
FWHH_B01-0054,FWHH,1.3969806477950433,1.5131164767230199
FWHH_B01-0055,FWHH,0.8620707764950644,1.683798109873455
FWHH_B01-0056,FWHH,1.0591140652332285,1.5550764766500798
FWHH_B01-0057,FWHH,3.3960402929117546,1.4690234010825414
FWHH_B01-0058,FWHH,2.104518539118453,1.872418268085994
FWHH_B01-0059,FWHH,-1.2734572644525217,0.8333555837966186
FWHH_B01-0060,FWHH,3.965545264059236,1.566805986012336
FWHH_B01-0061,FWHH,1.9296488683535393,1.4135945432172987
FWHH_B01-0062,FWHH,-0.22733767898736412,1.4802107050821438
FWHH_B01-0063,FWHH,-0.8326522112556314,1.0955148020805818
FWHH_B01-0064,FWHH,-0.18694660496461027,1.67951933172555
FWHH_B01-0065,FWHH,1.0435505380728551,1.4911002630332895
FWHH_B01-0066,FWHH,-0.5864426292391552,0.8590626305600959
FWHH_B01-0067,FWHH,2.0410441015876093,1.7100096900812403
FWHH_B01-0068,FWHH,-0.72265996648833,1.2138314280083142
FWHH_B01-0069,FWHH,0.31917022232447056,1.5200360965434252
FWHH_B01-0070,FWHH,0.3978937833195743,1.7442151853386874
FWHH_B01-0071,FWHH,4.028088511505727,2.3254329668367992
FWHH_B01-0072,FWHH,-1.6019833172594258,1.4946029524872044
FWHH_B01-0073,FWHH,-0.06896816600534919,1.7480465765366555
FWHH_B01-0074,FWHH,1.4504464590839208,1.0661468027680117
FWHH_B01-0075,FWHH,0.19463602917852135,0.9127769674000276
FWHH_B01-0076,FWHH,4.533637808503524,1.9541074951052981
FWHH_B01-0077,FWHH,2.4289511240988886,1.8177569744664401
FWHH_B01-0078,FWHH,-0.7101799421725443,0.5556543827496835
FWHH_B01-0079,FWHH,0.8990830016317839,1.5085672721193923
FWHH_B01-0080,FWHH,-0.23267997888742026,1.5662653640138378
FWHH_B01-0081,FWHH,1.313177427240258,1.6543453351471393
FWHH_B01-0082,FWHH,0.9318399893795472,2.0960002096521597
FWHH_B01-0083,FWHH,0.9329250907252591,1.5343899144989244
FWHH_B01-0084,FWHH,1.2820277021093505,1.577828553186499
FWHH_B01-0085,FWHH,0.9036917768409328,1.1890405657588043
FWHH_B01-0086,FWHH,1.1185598252343971,1.3792316682832113
FWHH_B01-0087,FWHH,0.5027633048852803,1.1220138036503917
FWHH_B01-0088,FWHH,1.010670832682234,0.9793256020455258
FWHH_B01-0089,FWHH,3.3885905573548323,1.2691375599757306
KLD_B01-0001,KLD,6.871793109001509,0.9298231802253577
KLD_B01-0002,KLD,4.407861786340075,2.072322016685795
KLD_B01-0003,KLD,8.267220819744267,1.1461839374623057
KLD_B01-0004,KLD,4.723919835295131,0.8975342173452023
KLD_B01-0005,KLD,5.150153441360021,0.3690619983759456
KLD_B01-0006,KLD,2.9959896708681613,0.3683798488168583
KLD_B01-0009,KLD,-0.48535711154229333,-1.169743776127997
KLD_B01-0010,KLD,1.6676258282176595,0.22792761152749988
KLD_B01-0011,KLD,5.220066011309641,1.7425107457046005
KLD_B01-0012,KLD,3.573555962090086,2.1973088677640464
KLD_B01-0013,KLD,2.557016550548317,0.21593297049686316
KLD_B01-0014,KLD,5.119373339479133,0.9238680680325358
KLD_B01-0015,KLD,3.6438160019888177,1.6445730329740276
KLD_B01-0016,KLD,2.4563710203513676,0.3461952712991352
KLD_B01-0017,KLD,4.0749249004879635,1.3485778191348545
KLD_B01-0018,KLD,5.014320087612145,1.9124676588259466
KLD_B01-0019,KLD,6.906939355563032,0.8243575463278163
KLD_B01-0020,KLD,4.434871641315127,0.9080904392511148
KLD_B01-0021,KLD,5.705199683202138,1.0278469470022353
KLD_B01-0022,KLD,6.265009093375578,2.6193587384301606
KLD_B01-0023,KLD,4.845510415992245,1.4703146752811471
KLD_B01-0025,KLD,-0.40078835182149136,0.22162965372772678
KLD_B01-0026,KLD,0.7272591876725022,-0.08786592895589368
KLD_B01-0027,KLD,5.059854456886167,0.7707973819113185
KLD_B01-0028,KLD,4.070578555377263,1.6059528262735672
KLD_B01-0029,KLD,1.9493869277604798,0.15279554545489507
KLD_B01-0030,KLD,1.1984116428995595,-1.064250790789261
KLD_B01-0032,KLD,5.222637748972517,1.6835773255528903
KLD_B01-0033,KLD,3.8261840262631326,0.8542223511464028
KLD_B01-0034,KLD,4.960934667790889,0.9886841453227622
KLD_B01-0035,KLD,3.2715203509895443,0.4651599357520757
KLD_B01-0037,KLD,4.523644730713937,3.1447943499985005
KLD_B01-0038,KLD,1.5041768274046095,0.21540211442068444
KLD_B01-0039,KLD,0.14062842382918575,-0.25174001285349074
KLD_B01-0041,KLD,0.7643321969565078,0.3427386361038285
KLD_B01-0042,KLD,4.502707454482801,2.341911894923649
KLD_B01-0043,KLD,3.096631805348455,1.709751883876526
KLD_B01-0044,KLD,4.973795395390382,1.5660986212330237
KLD_B01-0045,KLD,5.4182849325671105,2.3609160878667055
KLD_B01-0046,KLD,1.204235198575375,0.19749334548638228
KLD_B01-0047,KLD,2.2399889021600736,0.8512951169948442
KLD_B01-0048,KLD,-2.139871828937037,-0.21081126314753423
KLD_B01-0049,KLD,2.530666915794309,0.9883129864198625
KLD_B01-0050,KLD,4.032776061471156,1.509221552637967
KLD_B01-0051,KLD,0.19271377417680752,0.394399135405319
KLD_B01-0053,KLD,0.809247428174698,1.0522645877700387
KLD_B01-0054,KLD,1.8722603345507884,1.0112427226966534
KLD_B01-0055,KLD,2.8180707448043947,-0.16915493089365802
KLD_B01-0056,KLD,3.4086475292865086,-0.0036427149236576972
KLD_B01-0057,KLD,1.4996415407170451,-0.14550671981633256
KLD_B01-0058,KLD,3.1043224244686582,1.0546149132017109
KLD_B01-0059,KLD,1.974869654044882,0.5186757242437884
KLD_B01-0060,KLD,2.4469203541643885,0.40254855524276933
KLD_B01-0061,KLD,3.7255351720654115,0.6026176036632949
KLD_B01-0062,KLD,2.508489174671886,0.9181520397852654
KLD_B01-0064,KLD,6.194951389067563,1.3310819821314372
KLD_B01-0065,KLD,4.478223671924352,0.5652527938143574
KLD_B01-0066,KLD,4.63342400053879,1.399419034464664
KLD_B01-0067,KLD,5.850305315095968,0.6282643527469092
KLD_B01-0068,KLD,3.7271435341574595,-0.14617842027363742
KLD_B01-0069,KLD,4.386329115297304,1.161656657735649
KLD_B01-0070,KLD,5.174500693154735,0.8179899944672145
KLD_B01-0071,KLD,2.9695853714747904,-0.15657058891898262
KLD_B01-0072,KLD,4.489145994329652,0.4347051294846686
KLD_B01-0073,KLD,4.252682946283648,0.0534451886044755
KLD_B01-0074,KLD,4.326304509743395,1.8420956551850762
KLD_B01-0075,KLD,4.020246700530863,1.5592443313701259
KLD_B01-0076,KLD,3.753533732959682,0.8022516537094243
KLD_B01-0077,KLD,3.933042392015356,0.7230001957141684
KLD_B01-0078,KLD,5.679311946061533,0.5722083695335187
KLD_B01-0079,KLD,3.5561898052372984,1.4192505820626893
KLD_B01-0080,KLD,4.094298511382515,1.2270691340235742
KLD_B01-0081,KLD,5.313707073354963,0.2620354580113081
KLD_B01-0082,KLD,3.1607441617939878,0.6717451670836853
KLD_B01-0083,KLD,2.23809298632607,0.027322354000942982
KLD_B01-0084,KLD,2.4507694803787974,0.14348705209871446
KLD_B01-0085,KLD,6.050989981893035,1.0204773951723687
KLD_B01-0086,KLD,4.296193911068415,-0.37457222186729383
KLD_B01-0087,KLD,2.0721015972801506,0.25218752071289063
KLD_B01-0088,KLD,2.2306484038950583,-0.27663974235092004
KLD_B01-0089,KLD,4.804164742631808,0.5803884923838101
KLD_B01-0090,KLD,2.8720950344064433,1.2979509979144246
KLD_B01-0091,KLD,3.833353735807697,0.4633632816741095
KLD_B01-0092,KLD,2.6265064709765924,0.732723167858455
KLD_B01-0093,KLD,0.2216720542541205,-1.0516561651135363
KLD_B01-0094,KLD,0.3451958063313435,-0.6480473708845215
KLD_B01-0095,KLD,2.0496934932895883,0.357730498385711
KLD_B01-0096,KLD,1.2134347207231928,-0.27519584058462115
KLD_B01-0097,KLD,3.1487199277944287,0.4501428394762914
KLD_B01-0098,KLD,-0.07794933431696179,-0.510719165389462
KLD_B01-0099,KLD,1.0652705292553175,0.09117506629881676
KLD_B01-0100,KLD,3.6613153190439025,0.5406470277283548
KLD_B01-0101,KLD,3.95829210730064,0.8218613158799555
KLD_B01-0102,KLD,1.6695489126968917,-0.2903856515490975
KLD_B01-0103,KLD,1.9917479404512561,0.668910323122151
KLD_B01-0104,KLD,2.7891826025880913,0.3183255950157764
